"year","fips","total_population","state_name","abbr","pack_sales_per_capita","tax_per_pack","baseline_price_per_pack","total_cigarette_consumption","baseline_state_tax_revenue","baseline_num_smokers","baseline_prev","census_total_pop","baseline_avg_smoking_intensity","policy_prev","pct_increase_price_per_pack","pct_reduction_intensity","policy_smoking_intensity","policy_num_smokers","policy_total_cig_consumption","policy_state_tax_revenue","revenue_gain"
2027,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,627812.802989197,0.109999983002598,5707390,223.636398193071,0.106848590919923,0.165289256198347,-0.0330578512396694,216.243459409829,609826.579330457,131871009.15448,742170039.521415,232792330.889415
2028,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,618638.864155253,0.108392604002049,5707390,226.952754078452,0.104261903151447,0.165289256198347,-0.0330578512396694,219.450183695693,595063.343427536,130586760.025746,734942285.424899,225564576.792899
2029,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,610107.351830426,0.106897785472944,5707390,230.12637624964,0.102060410781524,0.165289256198347,-0.0330578512396694,222.518892737255,582498.567890364,129616936.348,729484117.766547,220106409.134547
2030,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,602173.794912475,0.105507735569582,5707390,233.158259602458,0.100170615924297,0.165289256198347,-0.0330578512396694,225.45054854122,571712.771620174,128892957.969789,725409567.453974,216031858.821974
2031,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,594799.645973879,0.104215700341816,5707390,236.048886293664,0.0985357075697524,0.165289256198347,-0.0330578512396694,228.245617325279,562381.712026529,128361161.033942,722416614.299027,213038905.667027
2032,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,587951.033015171,0.103015745027967,5707390,238.798447687015,0.0971114800532516,0.165289256198347,-0.0330578512396694,230.904284127114,554253.090141128,127979413.004278,720268136.388076,210890427.756076
2033,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,581597.746019873,0.101902576487654,5707390,241.407046297601,0.0958633504615235,0.165289256198347,-0.0330578512396694,233.426648072887,547129.527790594,127714611.73386,718777834.838164,209400126.206164
2034,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,575712.347461209,0.100871387352399,5707390,243.874904922827,0.0947640627458562,0.165289256198347,-0.0330578512396694,235.8129245948,540855.464075072,127540708.766621,717799108.938541,208421400.306541
2035,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,570269.572886407,0.0999177510011418,5707390,246.202499090666,0.0937919707969657,0.165289256198347,-0.0330578512396694,238.063573500892,535307.356206894,127437182.139928,717216461.083515,207838752.451515
2036,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,565245.897065751,0.0990375455445924,5707390,248.390646847398,0.092929743473583,0.165289256198347,-0.0330578512396694,240.179385794592,530386.288603693,127387853.030708,716938836.856825,207561128.224825
2037,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,560619.229764595,0.0982269005210078,5707390,250.44056026932,0.0921633823932689,0.165289256198347,-0.0330578512396694,242.161533483558,526012.367037519,127379961.433122,716894422.945609,207516714.313609
2038,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,556368.73078205,0.0974821644888558,5707390,252.353854974284,0.0914814802710365,0.165289256198347,-0.0330578512396694,244.011578776787,522120.485684111,127403444.023483,717026582.964161,207648874.332161
2039,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,552474.631406775,0.096799873743826,5707390,254.132562869887,0.09087464731651,0.165289256198347,-0.0330578512396694,245.731486411379,518657.053347776,127450368.656895,717290674.801003,207912966.169003
2040,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,548918.15784953,0.0961767389033394,5707390,255.779102935937,0.0903350822274877,0.165289256198347,-0.0330578512396694,247.323595400865,515577.544954341,127514492.126059,717651561.685458,208273853.053458
2041,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,545681.243755456,0.0956095945354104,5707390,257.296353148836,0.0898562043614311,0.165289256198347,-0.0330578512396694,248.790688581933,512844.402210388,127590911.961312,718081652.518264,208703943.886264
2042,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,542745.694230591,0.0950952526865329,5707390,258.687992355309,0.0894322687593632,0.165289256198347,-0.0330578512396694,250.136323186539,510424.836394502,127675791.838811,718559356.46883,209181647.836829
2043,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,540092.958464618,0.0946304630425847,5707390,259.958571574671,0.08905813633141,0.165289256198347,-0.0330578512396694,251.364899787078,508289.516716526,127766143.432272,719067855.236827,209690146.604827
2044,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,537704.110709974,0.0942119095961506,5707390,261.113484541928,0.088729120947699,0.165289256198347,-0.0330578512396694,252.481633813269,506411.697605688,127859652.793635,719594125.92258,210216417.29058
2045,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,535559.867784818,0.0938362137132416,5707390,262.158915268856,0.0884408761017153,0.165289256198347,-0.0330578512396694,253.492504846745,504766.571854169,127954542.662218,720128166.102962,210750457.470962
2046,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,533640.56655056,0.0934999301871013,5707390,263.101800726196,0.0881892999058315,0.165289256198347,-0.0330578512396694,254.404220536901,503330.728389544,128049461.628212,720662370.043579,211284661.411578
2047,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,531926.189776117,0.0931995517699189,5707390,263.949767277099,0.0879704683169256,0.165289256198347,-0.0330578512396694,255.224155135707,502081.771167338,128143395.855223,721191031.873196,211813323.241196
2048,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,530396.41455037,0.0929315176552452,5707390,264.711054125473,0.0877805874821789,0.165289256198347,-0.0330578512396694,255.960275476697,500998.047189913,128235598.172018,721709946.512116,212332237.880116
2049,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,529030.686994906,0.0926922265685201,5707390,265.394423143079,0.0876159691202726,0.165289256198347,-0.0330578512396694,256.621053782977,500058.505997353,128325540.762182,722216143.40956,212838434.77756
2050,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,527808.343368328,0.0924780579859319,5707390,266.009046207937,0.0874730107161816,0.165289256198347,-0.0330578512396694,257.215358729988,499242.586631428,128412861.01369,722707581.785048,213329873.153048
2051,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,526709.16554221,0.0922854694601578,5707390,266.564174662627,0.087348258836356,0.165289256198347,-0.0330578512396694,257.752135830804,498530.57900003,128497321.514225,723182925.48206,213805216.85006
2052,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,525715.461498667,0.0921113611473312,5707390,267.068032581264,0.0872387354451291,0.165289256198347,-0.0330578512396694,258.239337289321,497905.486292176,128578782.812808,723641389.670486,214263681.038486
2053,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,524812.425873408,0.0919531389783084,5707390,267.52757190598,0.0871419837220069,0.165289256198347,-0.0330578512396694,258.683685231402,497353.286475145,128657181.00734,724082614.70931,214704906.077309
2054,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,523988.001172169,0.0918086903422,5707390,267.948490587416,0.0870560341246191,0.165289256198347,-0.0330578512396694,259.090689245684,496862.73860251,128732509.405022,724506562.931465,215128854.299465
2055,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,523232.704673923,0.0916763537578338,5707390,268.335279400201,0.0869793666467682,0.165289256198347,-0.0330578512396694,259.464691651434,496425.167406098,128804802.989035,724913431.222288,215535722.590288
2056,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,522539.050737299,0.0915548176552327,5707390,268.691485931806,0.0869108076710161,0.165289256198347,-0.0330578512396694,259.809122760506,496033.874593481,128874125.817627,725303580.101606,215925871.469606
2057,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,521899.912421976,0.0914428333129462,5707390,269.020535658722,0.0868492513205833,0.165289256198347,-0.0330578512396694,260.1272948105,495682.548494584,128940560.42467,725677474.070045,216299765.438045
2058,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,521308.166811627,0.091339152714573,5707390,269.325905363638,0.086793596791282,0.165289256198347,-0.0330578512396694,260.422569649138,495364.906390595,129004201.836243,726035647.934378,216657939.302378
2059,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,520756.709941482,0.0912425311642418,5707390,269.611108833868,0.0867427514627952,0.165289256198347,-0.0330578512396694,260.698344905476,495074.712271243,129065158.093668,726378709.751161,217001001.119161
2060,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,520238.531058307,0.091151740297808,5707390,269.879652540123,0.0866956342818809,0.165289256198347,-0.0330578512396694,260.958011133838,494805.796144064,129123536.459251,726707263.192662,217329554.560662
2061,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,519751.011543961,0.091066321303426,5707390,270.13279605349,0.0866518925504842,0.165289256198347,-0.0330578512396694,261.202786266598,494556.145023708,129179443.04546,727021905.459851,217644196.827851
2062,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,519286.986613488,0.0909850188288322,5707390,270.374181559267,0.0866104083367027,0.165289256198347,-0.0330578512396694,261.436192086233,494319.378436814,129232975.972954,727323188.775787,217945480.143787
2063,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,518839.382823281,0.0909065935258114,5707390,270.607433915288,0.0865700723529386,0.165289256198347,-0.0330578512396694,261.661733620568,494089.165246438,129284227.541522,727611632.603688,218233923.971688
2064,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,518401.20762386,0.0908298202197257,5707390,270.836163062861,0.0865297819448004,0.165289256198347,-0.0330578512396694,261.882901474006,493859.212173935,129333283.403777,727887718.996456,218510010.364456
2065,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,517965.579463201,0.0907534931839599,5707390,271.063946267447,0.0864884462609866,0.165289256198347,-0.0330578512396694,262.1031546553,493623.293305492,129380222.386708,728151891.592392,218774182.960392
2066,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,517526.047322894,0.0906764821263124,5707390,271.294159446241,0.0864450399800325,0.165289256198347,-0.0330578512396694,262.325757481076,493375.556731638,129425116.642274,728404556.46272,219026847.83072
2067,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,517077.704097399,0.0905979272657728,5707390,271.529390819669,0.0863987952704017,0.165289256198347,-0.0330578512396694,262.553212610755,493111.620138338,129468040.043015,728646129.362087,219268420.730087
2068,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,516617.470662237,0.0905172891045184,5707390,271.771285280041,0.0863492424961868,0.165289256198347,-0.0330578512396694,262.787110560039,492828.803130312,129509057.175377,728876973.783023,219499265.151023
2069,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,516144.026951149,0.0904343363518436,5707390,272.020573074051,0.0862961998255668,0.165289256198347,-0.0330578512396694,263.02815743524,492526.067922442,129548224.134464,729097405.428761,219719696.796761
2070,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,515657.72425599,0.0903491305580992,5707390,272.277108236043,0.0862397595405898,0.165289256198347,-0.0330578512396694,263.276212096009,492203.941204367,129585589.219012,729307696.124601,219929987.492601
2071,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,515160.51605791,0.0902620139955233,5707390,272.539897029331,0.0861802776093261,0.165289256198347,-0.0330578512396694,263.530313656461,491864.454624692,129621194.003709,729508079.852875,220130371.220875
2072,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,514655.788009426,0.0901735798691567,5707390,272.807179616191,0.0861183456979443,0.165289256198347,-0.0330578512396694,263.788760455325,491510.985052991,129655073.497304,729698753.642829,220321045.010829
2073,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,514148.137120335,0.0900846336276889,5707390,273.076539353753,0.0860547554501123,0.165289256198347,-0.0330578512396694,264.049215738753,491148.050708417,129687257.601175,729879885.77941,220502177.14741
2074,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,513643.147428944,0.0899961536584927,5707390,273.345015314202,0.0859904623293674,0.165289256198347,-0.0330578512396694,264.30881646084,490781.104794008,129717772.949448,730051626.159493,220673917.527493
2075,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,513147.158893313,0.0899092507947264,5707390,273.609220214333,0.0859265480512746,0.165289256198347,-0.0330578512396694,264.564287314686,490416.321082364,129746644.474646,730214115.103306,220836406.471306
2076,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,512666.875205493,0.0898250995999035,5707390,273.865546596359,0.0858641558103551,0.165289256198347,-0.0330578512396694,264.812140097306,490060.224230463,129773896.755035,730367490.937335,220989782.305335
2077,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,512208.290048909,0.0897447502359063,5707390,274.110741133443,0.0858043116920852,0.165289256198347,-0.0330578512396694,265.049229029858,489718.67050829,129799556.059749,730511901.504269,221134192.872269
2078,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,511776.397138937,0.0896690776587788,5707390,274.34206576331,0.0857478765244018,0.165289256198347,-0.0330578512396694,265.272906564522,489396.572996606,129823651.381526,730647509.975229,221269801.343229
2079,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,511375.127993358,0.0895987707153985,5707390,274.557338271296,0.0856955361103718,0.165289256198347,-0.0330578512396694,265.481062625964,489097.845840975,129846215.841932,730774502.758394,221396794.126394
2080,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,511007.251783337,0.089534314596223,5707390,274.754993221758,0.0856477848495694,0.165289256198347,-0.0330578512396694,265.672183528477,488825.310772584,129867287.676939,730893095.04581,221515386.41381
2081,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,510674.449387194,0.089476003810357,5707390,274.934048822065,0.0856049383370003,0.165289256198347,-0.0330578512396694,265.845319935385,488580.769015212,129886910.853126,731003534.281392,221625825.649392
2082,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,510377.980594209,0.0894240590872901,5707390,275.093752744852,0.0855672444911356,0.165289256198347,-0.0330578512396694,265.99974438965,488365.635536263,129905134.221335,731106095.397673,221728386.765673
2083,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,510118.877729122,0.0893786613021227,5707390,275.233480135104,0.0855349158733233,0.165289256198347,-0.0330578512396694,266.134852692622,488181.123506246,129922011.391653,731201080.112225,221823371.480225
2084,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,509897.936556771,0.089339949881955,5707390,275.352740095601,0.0855081274940437,0.165289256198347,-0.0330578512396694,266.250170175085,488028.23177823,129937599.7612,731288811.456033,221911102.824032
2085,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,509715.680398482,0.0893080165186683,5707390,275.4511964204,0.0854870101474876,0.165289256198347,-0.0330578512396694,266.345371745345,487907.70684567,129951959.557229,731369628.388083,221991919.756083
2086,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,509572.372402537,0.089282907318851,5707390,275.528662078033,0.085471651954819,0.165289256198347,-0.0330578512396694,266.420276554792,487820.051650414,129965153.069676,731443881.476138,222066172.844138
2087,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,509468.04692326,0.0892646283017736,5707390,275.585083005507,0.0854621031827492,0.165289256198347,-0.0330578512396694,266.474832327639,487765.553084191,129977243.973308,731511929.081777,222134220.449777
2088,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,509402.516095962,0.0892531465513943,5707390,275.620534967187,0.0854583768321589,0.165289256198347,-0.0330578512396694,266.509112323643,487744.285348095,129988296.529051,731574132.865497,222196424.233497
2089,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,509375.354394537,0.0892483875106724,5707390,275.635232032156,0.0854604457327529,0.165289256198347,-0.0330578512396694,266.523323535226,487756.093370656,129998375.079705,731630854.948581,222253146.316581
2090,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,509386.125879176,0.0892502747979682,5707390,275.629403446498,0.0854682785088807,0.165289256198347,-0.0330578512396694,266.517687630085,487800.798078801,130007540.728072,731682439.217589,222304730.585589
2091,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,509395.902904911,0.089251987844691,5707390,275.624113188458,0.0854753790171237,0.165289256198347,-0.0330578512396694,266.512572256608,487841.323448542,130015845.965339,731729181.092927,222351472.460927
2092,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,509404.707701231,0.0892535305457014,5707390,275.619349168533,0.0854817909972937,0.165289256198347,-0.0330578512396694,266.507965724945,487877.919120044,130023351.746802,731771423.631003,222393714.999003
2093,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,509412.561726076,0.0892549066606761,5707390,275.615099722448,0.0854875567708277,0.165289256198347,-0.0330578512396694,266.503856756416,487910.826638254,130030117.052306,731809498.770378,222431790.138377
2094,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,509419.494839635,0.0892561214214614,5707390,275.611348647343,0.0854927187740446,0.165289256198347,-0.0330578512396694,266.500229683795,487940.288203795,130036198.878288,731843727.287006,222466018.655006
2095,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,509425.53498966,0.0892571797248234,5707390,275.608080782307,0.0854973176584896,0.165289256198347,-0.0330578512396694,266.497069847354,487966.535830887,130041651.982495,731874417.357485,222496708.725485
2096,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,509430.707650047,0.0892580860340799,5707390,275.605282311425,0.0855013921962977,0.165289256198347,-0.0330578512396694,266.494363887906,487989.790807228,130046528.884965,731901864.564581,222524155.932581
2097,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,509435.040150094,0.0892588451376364,5707390,275.602938421027,0.0855049800917159,0.165289256198347,-0.0330578512396694,266.492097481489,488010.268325658,130050879.998609,731926352.632172,222548644.000172
2098,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,509438.560209697,0.0892594618923355,5707390,275.601034091741,0.0855081175919003,0.165289256198347,-0.0330578512396694,266.490256105237,488028.175262836,130054753.412365,731948152.204788,222570443.572788
2099,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,509441.304196275,0.0892599426701654,5707390,275.599549631152,0.0855108407676104,0.165289256198347,-0.0330578512396694,266.488820717725,488043.717488652,130058194.732245,731967519.953077,222589811.321077
2100,"27",5707390,"Minnesota","MN",24.6,3.628,12.1,140401794,509377708.632,509443.33032755,0.0892602976715363,5707390,275.598453531088,0.0855131876278276,0.165289256198347,-0.0330578512396694,266.487760852374,488057.111935187,130061246.927685,731984697.70901,222606989.07701
2025,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,429760.162399253,0.145683139426825,2949965,369.294622642473,0.145683139426825,0,0,369.294622642473,429760.162399253,158708117,107921519.56,0
2026,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,424315.03331639,0.143837311058399,2949965,374.033688506293,0.141742134433673,0.240096038415366,-0.0480192076830732,356.072887137444,418134.335604631,148886300.090038,399015284.241302,291093764.681302
2027,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,419197.402216072,0.142102500272401,2949965,378.59995353262,0.138420239613822,0.240096038415366,-0.0480192076830732,360.419883735135,408334.86215239,147172003.541967,394420969.492471,286499449.932471
2028,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,414393.039678306,0.140473883479399,2949965,382.989340562297,0.135593642654933,0.240096038415366,-0.0480192076830732,364.598495877433,399996.50005456,145838122.27613,390846167.700028,282924648.140028
2029,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,409890.455708471,0.138947565719753,2949965,387.196419896342,0.133167809027907,0.240096038415366,-0.0480192076830732,368.603554595197,392840.37575901,144802358.893284,388070321.834002,280148802.274002
2030,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,405679.796338793,0.137520206625771,2949965,391.215235346497,0.131069932149161,0.240096038415366,-0.0480192076830732,372.429389711612,386651.712392398,144000461.27725,385921236.223031,277999716.663031
2031,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,401752.248610053,0.136188818718206,2949965,395.039772768129,0.129243576631271,0.240096038415366,-0.0480192076830732,376.070275876502,381264.027537068,143382068.017652,384263942.287306,276342422.727306
2032,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,398099.50989894,0.134950587515086,2949965,398.664437040601,0.127644657685752,0.240096038415366,-0.0480192076830732,379.520886642493,376547.272609951,142907554.763741,382992246.766825,275070727.206825
2033,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,394713.474501191,0.133802765287449,2949965,402.084365628925,0.126238552288355,0.240096038415366,-0.0480192076830732,382.776592969672,372399.310901318,142545739.45106,382022581.728842,274101062.168842
2034,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,391585.930162277,0.132742568187174,2949965,405.295759564778,0.124997852278144,0.240096038415366,-0.0480192076830732,385.833778313168,368739.289295696,142272073.201471,381289156.179941,273367636.619941
2035,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,388708.356884207,0.131767108045081,2949965,408.296127904649,0.123900655824184,0.240096038415366,-0.0480192076830732,388.690071342601,365502.598158388,142067230.95409,380740178.956961,272818659.396961
2036,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,386071.783717944,0.130873343825416,2949965,411.0844762381,0.122929257592269,0.240096038415366,-0.0480192076830732,391.344525398335,362637.007373178,141916007.542329,380334900.213442,272413380.653442
2037,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,383666.717683727,0.130058057530759,2949965,413.661414151722,0.122069146301753,0.240096038415366,-0.0480192076830732,393.797720795097,360099.70917005,141806444.730143,380041271.876783,272119752.316783
2038,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,381483.085996471,0.129317834617181,2949965,416.029236487481,0.121308231124751,0.240096038415366,-0.0480192076830732,396.051842178358,357855.036029926,141729146.252455,379834111.95658,271912592.39658
2039,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,379510.247548827,0.128649067886849,2949965,418.191914513668,0.120636262763917,0.240096038415366,-0.0480192076830732,398.110670119254,355872.752884359,141676740.127976,379693663.542975,271772143.982975
2040,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,377737.022701839,0.12804796758668,2949965,420.155048252376,0.120044391648297,0.240096038415366,-0.0480192076830732,399.979535731253,354126.753808769,141643454.578447,379604458.270239,271682938.710239
2041,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,376151.693430739,0.127510561457759,2949965,421.925834102946,0.11952481734093,0.240096038415366,-0.0480192076830732,401.665289848303,352594.027787138,141624782.369901,379554416.751335,271632897.191335
2042,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,374741.9459171,0.127032675274825,2949965,423.513083414232,0.119070498085713,0.240096038415366,-0.0480192076830732,403.176320705265,351253.801885421,141617215.4779,379534137.480772,271612617.920772
2043,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,373494.926643963,0.126609951861789,2949965,424.927102560859,0.118674955458842,0.240096038415366,-0.0480192076830732,404.522439772823,350086.964980143,141618033.20643,379536328.993232,271614809.433232
2044,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,372397.365221279,0.126237892727974,2949965,426.179484126305,0.118332146879821,0.240096038415366,-0.0480192076830732,405.714682967779,349075.691670333,141625133.577787,379555357.98847,271633838.42847
2045,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,371435.700671594,0.125911900877331,2949965,427.282882913622,0.118036375772153,0.240096038415366,-0.0480192076830732,406.76509741957,348203.177254699,141636899.317812,379586890.171735,271665370.611735
2046,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,370596.205285151,0.125627322793712,2949965,428.250788153332,0.11778222870839,0.240096038415366,-0.0480192076830732,407.686524616557,347453.452311747,141652090.439001,379627602.376522,271706082.816522
2047,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,369865.152033782,0.125379505192022,2949965,429.097242947354,0.117564549613791,0.240096038415366,-0.0480192076830732,408.492333322031,346811.306601448,141669759.856088,379674956.414316,271753436.854316
2048,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,369228.951220001,0.125163841340491,2949965,429.836599962162,0.117378420636574,0.240096038415366,-0.0480192076830732,409.196186998793,346262.232633172,141689185.295183,379727016.59109,271805497.03109
2049,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,368674.325213069,0.124975830293942,2949965,430.483237226453,0.117219181630312,0.240096038415366,-0.0480192076830732,409.811773253995,345792.483138063,141709830.692712,379782346.256467,271860826.696467
2050,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,368188.466709279,0.124811130541982,2949965,431.051299402367,0.117082429761605,0.240096038415366,-0.0480192076830732,410.352557534307,345389.069911692,141731288.182658,379839852.329524,271918332.769524
2051,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,367759.296237599,0.124665647300086,2949965,431.554330845422,0.116964068865282,0.240096038415366,-0.0480192076830732,410.831433806026,345039.909410173,141753240.703283,379898685.084797,271977165.524797
2052,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,367376.006448345,0.124535717016421,2949965,432.00457899886,0.11686046306561,0.240096038415366,-0.0480192076830732,411.260061399875,344734.275927342,141775439.48452,379958177.818515,272036658.258515
2053,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,367029.148073949,0.124418136511433,2949965,432.412841957782,0.116768452664721,0.240096038415366,-0.0480192076830732,411.648719894983,344462.848465083,141797690.622031,380017810.867044,272096291.307044
2054,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,366710.556542257,0.124310138100709,2949965,432.788514452574,0.116685320822953,0.240096038415366,-0.0480192076830732,412.006352894227,344217.612441483,141819843.103974,380077179.51865,272155659.95865
2055,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,366413.279270588,0.124209364948597,2949965,433.139643071717,0.116608762432564,0.240096038415366,-0.0480192076830732,412.340620595284,343991.76786938,141841779.042929,380135967.835049,272214448.275049
2056,"28",2949965,"Mississippi","MS",53.8,0.68,8.33,158708117,107921519.56,366131.495840763,0.124113844008577,2949965,433.472997551199,0.116536853039307,0.240096038415366,-0.0480192076830732,412.657967656784,343779.6376761,141863406.605205,380193929.701949,272272410.141949
