"year","fips","total_population","state_name","abbr","pack_sales_per_capita","tax_per_pack","baseline_price_per_pack","total_cigarette_consumption","baseline_state_tax_revenue","baseline_num_smokers","baseline_prev","census_total_pop","baseline_avg_smoking_intensity","policy_prev","pct_increase_price_per_pack","pct_reduction_intensity","policy_smoking_intensity","policy_num_smokers","policy_total_cig_consumption","policy_state_tax_revenue","revenue_gain"
2044,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,103939.104457747,0.0721021734599746,1441553,312.057167215496,0.0679329532575504,0.164880461665293,-0.0329760923330585,301.766741256205,97928.9525672815,29551700.890862,153668844.632483,49877028.6324826
2045,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,103459.464763537,0.071769449172897,1441553,313.503869115619,0.0676587473648006,0.164880461665293,-0.0329760923330585,303.165736580892,97533.6702399703,29568866.9797384,153758108.29464,49966292.2946396
2046,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,103030.458046617,0.0714718487954427,1441553,314.809262376807,0.0674180925575582,0.164880461665293,-0.0329760923330585,304.428083073367,97186.7535806257,29586377.0926736,153849160.881903,50057344.8819027
2047,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,102646.966434055,0.0712058220780332,1441553,315.985397589296,0.0672071083111993,0.164880461665293,-0.0329760923330585,305.565433942493,96882.6086073343,29603976.3405808,153940676.97102,50148860.9710203
2048,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,102303.811841887,0.0709677770029178,1441553,317.04529788322,0.0670220068355354,0.164880461665293,-0.0329760923330585,306.590382866461,96615.7750197866,29621467.4542562,154031630.762132,50239814.7621323
2049,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,101995.770235863,0.0707540896768023,1441553,318.002819381576,0.0668590752673641,0.164880461665293,-0.0329760923330585,307.516329047476,96380.9005288945,29638700.7209356,154121243.748865,50329427.748865
2050,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,101717.595635085,0.070561120982083,1441553,318.872485114193,0.0667146644394257,0.164880461665293,-0.0329760923330585,308.357316602595,96172.7246666474,29655563.3085676,154208929.204552,50417113.2045515
2051,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,101464.217298906,0.0703853533646742,1441553,319.668779432349,0.0665852993814234,0.164880461665293,-0.0329760923330585,309.127352245792,95986.238079189,29671971.6294539,154294252.47316,50502436.4731604
2052,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,101231.440833353,0.0702238771889434,1441553,320.403841267007,0.0664681271955298,0.164880461665293,-0.0329760923330585,309.83817461352,95817.3281630975,29687866.0543987,154376903.482873,50585087.4828733
2053,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,101016.079687087,0.0700744819559787,1441553,321.086925967354,0.0663609944744839,0.164880461665293,-0.0329760923330585,310.498733849716,95662.8906676757,29703206.4287172,154456673.429329,50664857.4293292
2054,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,100815.911652755,0.0699356261287344,1441553,321.724437822048,0.066262411868602,0.164880461665293,-0.0329760923330585,311.115223054627,95520.7786164188,29717968.3455988,154533435.397114,50741619.3971136
2055,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,100629.601468397,0.0698063834409117,1441553,322.320092961776,0.0661714969954015,0.164880461665293,-0.0329760923330585,311.691235815468,95389.720008212,29732139.7134511,154607126.509946,50815310.5099456
2056,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,100456.480915886,0.0696862903520617,1441553,322.875559687966,0.0660878249809064,0.164880461665293,-0.0329760923330585,312.228385419608,95269.1023647005,29745718.0117058,154677733.66087,50885917.66087
2057,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,100295.912662856,0.069574904747072,1441553,323.392465743144,0.0660110048899493,0.164880461665293,-0.0329760923330585,312.728245932983,95158.362132121,29758707.6754338,154745279.912256,50953463.9122556
2058,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,100147.125203031,0.0694716914348835,1441553,323.87292629962,0.0659405674495634,0.164880461665293,-0.0329760923330585,313.192862777786,95056.8228286204,29771118.4682565,154809816.034934,51018000.0349335
2059,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,100009.215635884,0.0693760240767315,1441553,324.319536892378,0.0658759663373984,0.164880461665293,-0.0329760923330585,313.6247458984,94963.6969015757,29782965.3103293,154871419.613713,51079603.6137126
2060,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,99881.153204624,0.0692871876404295,1441553,324.735362571869,0.0658165746948766,0.164880461665293,-0.0329760923330585,314.02685927189,94878.0807011234,29794265.6963187,154930181.620857,51138365.6208573
2061,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,99762.6060494719,0.0692049519160738,1441553,325.121243163151,0.0657622299780359,0.164880461665293,-0.0329760923330585,314.400015029164,94799.7399115275,29805039.6529451,154986206.195315,51194390.1953146
2062,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,99652.3559086876,0.0691284717999877,1441553,325.480940257152,0.0657121851007064,0.164880461665293,-0.0329760923330585,314.747850718581,94727.5975684786,29815307.7384134,155039600.23975,51247784.2397495
2063,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,99549.1868534907,0.0690569038068602,1441553,325.818256534184,0.0656656943978581,0.164880461665293,-0.0329760923330585,315.074043622916,94660.5787563155,29825091.3204379,155090474.866277,51298658.8662769
2064,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,99451.8815841657,0.0689894035003678,1441553,326.137042189096,0.0656220100294052,0.164880461665293,-0.0329760923330585,315.382316972637,94597.6054239192,29834411.978659,155138942.289027,51347126.2890266
2065,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,99359.2193640661,0.0689251240600007,1441553,326.441196977945,0.0655803796679388,0.164880461665293,-0.0329760923330585,315.676441925086,94537.5930514562,29843291.0026455,155185113.213756,51393297.2137564
2066,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,99270.0045827266,0.0688632360951881,1441553,326.734572405206,0.0655400645806196,0.164880461665293,-0.0329760923330585,315.960142977169,94479.4767163859,29851748.9717174,155229094.652931,51437278.6529306
2067,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,99183.2036438923,0.0688030226040197,1441553,327.020516663835,0.065500433478194,0.164880461665293,-0.0329760923330585,316.236657911523,94422.346381791,29859807.2519418,155270997.710098,51479181.7100975
2068,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,99097.9775873933,0.0687439016029194,1441553,327.301760234168,0.0654609789488971,0.164880461665293,-0.0329760923330585,316.508627167914,94365.4705867194,29867485.5474567,155310924.846775,51519108.8467749
2069,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,99013.6831921971,0.0686854268918293,1441553,327.580405599497,0.0654213185765632,0.164880461665293,-0.0329760923330585,316.778083897947,94308.2980580004,29874801.9544898,155348970.163347,51557154.163347
2070,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98929.8546129225,0.068627275315526,1441553,327.857982071301,0.065381182752543,0.164880461665293,-0.0329760923330585,317.046506982388,94250.4401404767,29881772.8280908,155385218.706072,51593402.7060719
2071,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98846.2615355648,0.0685692871060342,1441553,328.135247566545,0.065340453778029,0.164880461665293,-0.0329760923330585,317.314629345059,94191.727165079,29888412.992758,155419747.562342,51627931.5623415
2072,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98763.132767776,0.0685116209863779,1441553,328.411438469302,0.065299313476725,0.164880461665293,-0.0329760923330585,317.581712551106,94132.4212403133,29894735.5440808,155452624.82922,51660808.8292203
2073,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98681.2040365755,0.0684547873276775,1441553,328.684097611721,0.0652582756694786,0.164880461665293,-0.0329760923330585,317.845380460469,94073.2630661639,29900752.0904227,155483910.870198,51692094.870198
2074,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98601.6948361072,0.0683996320885235,1441553,328.949137780161,0.0652181716139021,0.164880461665293,-0.0329760923330585,318.101680639842,94015.4509445354,29906472.9515693,155513659.348161,51721843.3481606
2075,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98526.2875038277,0.0683473223002052,1441553,329.200899797832,0.0651801369043909,0.164880461665293,-0.0329760923330585,318.345140529973,93960.6218949355,29911907.3814269,155541918.38342,51750102.3834198
2076,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98456.9311126495,0.0682992100274145,1441553,329.432800042178,0.0651454824030702,0.164880461665293,-0.0329760923330585,318.56939361045,93910.665594593,29917063.7920232,155568731.718521,51776915.7185206
2077,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98395.0851593176,0.0682563077176612,1441553,329.639864099742,0.0651151938715674,0.164880461665293,-0.0329760923330585,318.769629504532,93867.0030711397,29921949.791688,155594138.916777,51802322.9167773
2078,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98341.5221193216,0.0682191512343435,1441553,329.819406909783,0.065089801473561,0.164880461665293,-0.0329760923330585,318.943251694292,93830.3985836162,29926572.43203,155618176.646556,51826360.6465562
2079,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98296.3073062018,0.0681877858852236,1441553,329.971118843379,0.0650693664858541,0.164880461665293,-0.0329760923330585,319.089960761157,93800.9404657825,29930938.4125862,155640879.745448,51849063.745448
2080,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98258.7922346598,0.0681617618184415,1441553,330.097101362079,0.0650534771776292,0.164880461665293,-0.0329760923330585,319.211788868688,93778.0351858429,29935054.3682637,155662282.714971,51870466.7149713
2081,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98227.7719556379,0.0681402431652793,1441553,330.201345854087,0.065041353164882,0.164880461665293,-0.0329760923330585,319.312595784703,93760.5577788952,29938927.0866006,155682420.850323,51890604.8503232
2082,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98202.1608064597,0.0681224768055422,1441553,330.287462451299,0.0650322930823691,0.164880461665293,-0.0329760923330585,319.395872593053,93747.4971897684,29942563.6683409,155701331.075373,51909515.0753727
2083,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98181.1669440586,0.0681079134406148,1441553,330.358087090987,0.0650257906735639,0.164880461665293,-0.0329760923330585,319.464168308102,93738.123622848,29945971.7019352,155719052.850063,51927236.8500628
2084,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98164.2925101562,0.0680962077080455,1441553,330.414875619302,0.0650215348800046,0.164880461665293,-0.0329760923330585,319.519084172663,93731.9886708753,29949159.1778005,155735627.724563,51943811.7245629
2085,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98151.3349196003,0.0680872190752614,1441553,330.45849581739,0.0650194108819751,0.164880461665293,-0.0329760923330585,319.561265947072,93728.9268151439,29952134.5089079,155751099.446321,51959283.4463209
2086,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98142.3348037561,0.0680809757280905,1441553,330.488800422941,0.0650194654829225,0.164880461665293,-0.0329760923330585,319.590571225152,93729.0055253033,29954906.4161971,155765513.364225,51973697.3642251
2087,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98137.3777672187,0.0680775370501249,1441553,330.505493808236,0.0650217756779892,0.164880461665293,-0.0329760923330585,319.606714127832,93732.3357939323,29957483.8506253,155778916.023252,51987100.0232516
2088,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98136.5414056134,0.0680769568691637,1441553,330.5083105175,0.0650264133547928,0.164880461665293,-0.0329760923330585,319.609437953032,93739.0212508415,29959875.8962488,155791354.660494,51999538.6604936
2089,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98139.8906497417,0.0680792802274642,1441553,330.497031179292,0.0650334420788285,0.164880461665293,-0.0329760923330585,319.598530563322,93749.1535290615,29962091.7094433,155802876.889105,52011060.8891052
2090,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98147.3851186406,0.0680844791129016,1441553,330.471794646313,0.0650428582120663,0.164880461665293,-0.0329760923330585,319.574126232585,93762.7273841787,29964141.676983,155813536.720311,52021720.7203114
2091,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98154.0270594327,0.0680890866027352,1441553,330.449432098802,0.0650513668728227,0.164880461665293,-0.0329760923330585,319.552501114505,93774.9930696182,29966033.5773919,155823374.602438,52031558.6024378
2092,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98159.8572167212,0.068093130961346,1441553,330.429805214456,0.0650590143561053,0.164880461665293,-0.0329760923330585,319.533521448109,93786.0173220867,29967776.3775197,155832437.163103,52040621.1631027
2093,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98164.9224883826,0.068096644721618,1441553,330.412755165559,0.0650658505695511,0.164880461665293,-0.0329760923330585,319.517033643199,93795.8720860881,29969378.8169238,155840769.848004,52048953.8480037
2094,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98169.2711097352,0.0680996613442137,1441553,330.39811881402,0.0650719255819465,0.164880461665293,-0.0329760923330585,319.50287994134,93804.6295384318,29970849.2893594,155848416.304669,52056600.3046689
2095,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98172.953202468,0.0681022155983637,1441553,330.385726841765,0.0650772899304587,0.164880461665293,-0.0329760923330585,319.490896607907,93812.3625311225,29972195.8179743,155855418.253466,52063602.2534664
2096,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98176.0193192614,0.0681043425522762,1441553,330.375408627273,0.0650819936773529,0.164880461665293,-0.0329760923330585,319.480918647808,93819.1432315691,29973426.0663719,155861815.545134,52069999.5451341
2097,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98178.5193548893,0.0681060768177717,1441553,330.366995887932,0.0650860857565588,0.164880461665293,-0.0329760923330585,319.472783327737,93825.0421806246,29974547.3712864,155867646.33069,52075830.3306895
2098,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98180.5043704413,0.0681074538157399,1441553,330.360316520894,0.0650896152555693,0.164880461665293,-0.0329760923330585,319.466324220123,93830.1301405117,29975566.777085,155872947.240842,52081131.2408421
2099,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98182.0263034723,0.068108509575071,1441553,330.355195560401,0.0650926311949084,0.164880461665293,-0.0329760923330585,319.461372128895,93834.4777769137,29976491.0236112,155877753.322778,52085937.3227782
2100,"15",1441553,"Hawaii","HI",22.5,3.2,12.13,32434942.5,103791816,98183.1414400784,0.0681092831412223,1441553,330.351443478667,0.0650951848941695,0.164880461665293,-0.0329760923330585,319.457743776155,93838.1590697448,29977326.5765286,155882098.197949,52090282.1979486
2025,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,174625.252089061,0.0918634011420036,1900923,389.709063184586,0.0918634011420036,0,0,389.709063184586,174625.252089061,68053043.4,38790234.738,0
2026,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,169960.694719026,0.0894095629959897,1900923,400.40459655983,0.087038176117239,0.23121387283237,-0.046242774566474,381.888777065734,165452.87085931,63184594.5144768,162384407.902205,123594173.164205
2027,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,165626.61444777,0.0871295757102049,1900923,410.882294653559,0.0830735913283033,0.23121387283237,-0.046242774566474,391.881957328539,157916.500448572,61884627.2902597,159043492.135967,120253257.397967
2028,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,161596.934602805,0.0850097213841934,1900923,421.12830646986,0.079772835038224,0.23121387283237,-0.046242774566474,401.654165130213,151642.016899366,60907647.6963765,156532654.579688,117742419.841688
2029,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,157849.775664836,0.0830384900728939,1900923,431.125372927345,0.0769920864508777,0.23121387283237,-0.046242774566474,411.188939497179,146356.027952462,60179979.9227922,154662548.401576,115872313.663576
2030,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,154366.407446404,0.0812060285694917,1900923,440.853968980447,0.074624568641137,0.23121387283237,-0.046242774566474,420.467658276149,141855.558895016,59645674.6620418,153289383.881447,114499149.143447
2031,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,151130.543890285,0.0795037694268968,1900923,450.293115132332,0.072589968029118,0.23121387283237,-0.046242774566474,429.470312120432,137987.939795815,59261723.5729641,152302629.582518,113512394.844518
2032,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,148127.838264575,0.077924165399953,1900923,459.421025765925,0.0708271328569657,0.23121387283237,-0.046242774566474,438.176122840333,134636.925871862,58994686.1696737,151616343.456061,112826108.718061
2033,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,145345.451548171,0.0764604623902024,1900923,468.215844906889,0.0692891332915297,0.23121387283237,-0.046242774566474,446.564245142408,131713.307123935,58818453.57101,151163425.677496,112373190.939496
2034,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,142771.691216102,0.0751065094252117,1900923,476.656421313898,0.0679396030630452,0.23121387283237,-0.046242774566474,454.614505877417,129147.954073413,58712533.3261641,150891210.648242,112100975.910242
2035,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,140395.73500968,0.0738566133450332,1900923,484.723010961178,0.0667500872865917,0.23121387283237,-0.046242774566474,462.308074038118,126886.77617509,58660781.1144114,150758207.464037,111967972.726037
2036,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,138207.424970774,0.0727054304518245,1900923,492.397882489967,0.0656980979322191,0.23121387283237,-0.046242774566474,469.628038212975,124887.025415608,58650448.7441857,150731653.272557,111941418.534557
2037,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,136197.112654297,0.0716478850822982,1900923,499.665830455127,0.0647656680249076,0.23121387283237,-0.046242774566474,476.55989609882,123114.547958911,58671456.183552,150785642.391729,111995407.653729
2038,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,134355.54670811,0.0706791104679725,1900923,506.514580658488,0.063938272664992,0.23121387283237,-0.046242774566474,483.091941090465,121541.733089155,58715831.7615389,150899687.627155,112109452.889155
2039,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,132673.791539257,0.069794405948719,1900923,512.935091478589,0.0632040185217029,0.23121387283237,-0.046242774566474,489.215549676111,120145.972500331,58777277.9781204,151057604.403769,112267369.665769
2040,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,131143.173852413,0.068989208848761,1900923,518.921735694653,0.0625530344799268,0.23121387283237,-0.046242774566474,494.925354853282,118908.501962686,58850832.5289545,151246639.599413,112456404.861413
2041,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,129755.188439206,0.0682590449161836,1900923,524.472618155724,0.0619769823906875,0.23121387283237,-0.046242774566474,500.219549108061,117813.471297053,58932601.4910672,151456785.832043,112666551.094043
2042,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,128501.238229163,0.0675993915740735,1900923,529.590565334769,0.061468592587661,0.23121387283237,-0.046242774566474,505.100828209462,116847.061427514,59019547.5008793,151680237.07726,112890002.33926
2043,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,127372.57695453,0.0670056477587624,1900923,534.283320846165,0.0610213741813607,0.23121387283237,-0.046242774566474,509.576577685649,115996.933672955,59109320.4830935,151910953.64155,113120718.90355
2044,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,126360.321881407,0.0664731406171671,1900923,538.563390681054,0.0606294183036794,0.23121387283237,-0.046242774566474,513.658725216034,115251.855730085,59200121.2930978,152144311.723261,113354076.985261
2045,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,125455.47014814,0.0659971341017707,1900923,542.447796972437,0.0602872490520086,0.23121387283237,-0.046242774566474,517.36350578296,114601.418329691,59290591.5547487,152376820.295704,113586585.557704
2046,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,124648.924642702,0.0655728425836826,1900923,545.957725628759,0.0599897142465852,0.23121387283237,-0.046242774566474,520.711125599683,114035.827574761,59379724.1351454,152605891.027324,113815656.289324
2047,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,123931.529730158,0.0651954496474388,1900923,549.118077927183,0.0597319083555693,0.23121387283237,-0.046242774566474,523.72533443922,113545.758426994,59466790.3063323,152829651.087274,114039416.349274
2048,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,123294.122200988,0.0648601348928853,1900923,551.95691558648,0.059509124096467,0.23121387283237,-0.046242774566474,526.432896368608,113122.262704828,59551280.3994734,153046790.626647,114256555.888647
2049,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,122727.597805749,0.0645621089364212,1900923,554.504810790099,0.0593168351612062,0.23121387283237,-0.046242774566474,528.862969828707,112756.736245146,59632862.3988,153256456.364916,114466221.626916
2050,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,122222.995534542,0.0642966577470746,1900923,556.794104925754,0.059150687443471,0.23121387283237,-0.046242774566474,531.046400651731,112440.902227105,59711336.4137374,153458134.583305,114667899.845305
2051,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,121771.762392677,0.0640592819344484,1900923,558.857341495554,0.0590065926604227,0.23121387283237,-0.046242774566474,533.014227437956,112166.989139829,59786601.0604075,153651564.725247,114861329.987247
2052,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,121366.492656155,0.0638460856416359,1900923,560.723490566723,0.0588810642634144,0.23121387283237,-0.046242774566474,534.794080598319,111928.369322802,59858629.3648572,153836677.467683,115046442.729683
2053,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,121001.043376221,0.0636538373075717,1900923,562.416996590739,0.058771259394386,0.23121387283237,-0.046242774566474,536.40927420504,111719.638721754,59927450.3211856,154013547.325447,115223312.587447
2054,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,120670.424615369,0.063479911924559,1900923,563.95793432331,0.0586749144040836,0.23121387283237,-0.046242774566474,537.878954701423,111536.494313754,59993132.9725431,154182351.739436,115392117.001436
2055,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,120370.680188347,0.0633222283008552,1900923,565.362289998826,0.0585902784397042,0.23121387283237,-0.046242774566474,539.218369074025,111375.607862438,60055773.6262119,154343338.219365,115553103.481365
2056,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,120098.651190113,0.0631791246621316,1900923,566.642861727679,0.0585159921191415,0.23121387283237,-0.046242774566474,540.439723613104,111234.395287095,60115485.8452283,154496798.622237,115706563.884237
2057,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,119851.42715131,0.063049069926194,1900923,567.811706689851,0.0584508148109683,0.23121387283237,-0.046242774566474,541.554517941188,111110.49824291,60172392.3141445,154643048.247351,115852813.509351
2058,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,119626.223734747,0.0629305993639655,1900923,568.88064569268,0.0583935615791748,0.23121387283237,-0.046242774566474,542.574026238683,111001.66425777,60226619.8955326,154782413.131519,115992178.393519
2059,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,119420.390787846,0.0628223188355584,1900923,569.861168189428,0.0583431083714226,0.23121387283237,-0.046242774566474,543.509206654656,110905.75659473,60278299.780236,154915230.435206,116124995.697206
2060,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,119231.396288725,0.0627228963449465,1900923,570.764459012173,0.058298376127336,0.23121387283237,-0.046242774566474,544.370726803517,110820.724043104,60327558.0922365,155041824.297048,116251589.559048
2061,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,119057.40854247,0.0626313683102737,1900923,571.598561006172,0.05825861565163,0.23121387283237,-0.046242774566474,545.166257607043,110745.142440343,60374514.8523609,155162503.170568,116372268.432568
2062,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,118896.171390254,0.0625465478560961,1900923,572.373715690381,0.0582228555439098,0.23121387283237,-0.046242774566474,545.905566987936,110677.165229096,60419280.637007,155277551.237108,116487316.499108
2063,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,118745.684698839,0.0624673827918536,1900923,573.099086274969,0.0581902363564903,0.23121387283237,-0.046242774566474,546.597394424103,110615.158665489,60461957.5103648,155387230.801638,116596996.063638
2064,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,118604.21298306,0.0623929601478122,1900923,573.782681815191,0.0581600154954454,0.23121387283237,-0.046242774566474,547.249378609864,110557.711135649,60502638.7195125,155491781.509147,116701546.771147
2065,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,118470.288238099,0.0623225076650128,1900923,574.431314484763,0.058131569416906,0.23121387283237,-0.046242774566474,547.868016705121,110503.637330693,60541408.6230688,155591420.161287,116801185.423287
2066,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,118342.697366242,0.0622553871809861,1900923,575.050636114812,0.0581043883391575,0.23121387283237,-0.046242774566474,548.458699184647,110451.968194836,60578342.798524,155686340.992207,116896106.254207
2067,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,118220.444018107,0.0621910745559432,1900923,575.645303697021,0.0580780648064466,0.23121387283237,-0.046242774566474,549.025867687911,110401.929186065,60613514.9657986,155776733.462102,116986498.724102
2068,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,118102.726225534,0.0621291479063242,1900923,576.219072792979,0.0580522748671346,0.23121387283237,-0.046242774566474,549.573104108911,110352.904497258,60646988.2719923,155862759.85902,117072525.12102
2069,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,117988.925145217,0.0620692816832756,1900923,576.774839810112,0.0580267743046749,0.23121387283237,-0.046242774566474,550.103170917159,110304.429891565,60678816.6495596,155944558.789368,117154324.051368
2070,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,117878.591768343,0.0620112396811145,1900923,577.314696240509,0.0580013937193153,0.23121387283237,-0.046242774566474,550.618062888346,110256.183353102,60709046.0993474,156022248.475323,117232013.737323
2071,"16",1900923,"Idaho","ID",35.8,0.57,8.65,68053043.4,38790234.738,117771.498916729,0.0619549023904329,1900923,577.839664315705,0.057976065838363,0.23121387283237,-0.046242774566474,551.118754983187,110208.037001659,60737716.1414951,156095930.483642,117305695.745642
