"year","fips","total_population","state_name","abbr","pack_sales_per_capita","tax_per_pack","baseline_price_per_pack","total_cigarette_consumption","baseline_state_tax_revenue","baseline_num_smokers","baseline_prev","census_total_pop","baseline_avg_smoking_intensity","policy_prev","pct_increase_price_per_pack","pct_reduction_intensity","policy_smoking_intensity","policy_num_smokers","policy_total_cig_consumption","policy_state_tax_revenue","revenue_gain"
2048,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,567089.212924955,0.0779363091054533,7276316,265.601492264555,0.0709649188336509,0.280636108512629,-0.0561272217025257,250.6940184237,516363.174347995,129449159.143317,647245795.716584,346006313.316584
2049,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,564742.818255512,0.0776138389612975,7276316,266.705013912817,0.0707269013841566,0.280636108512629,-0.0561272217025257,251.735602467757,514631.284171961,129551016.369784,647755081.848922,346515599.448922
2050,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,562597.710180835,0.0773190320734881,7276316,267.721923630984,0.0705128904840873,0.280636108512629,-0.0561272217025257,252.695435868721,513074.073235612,129651476.569213,648257382.846066,347017900.446066
2051,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,560628.687118242,0.0770484249334748,7276316,268.662208447127,0.070319520095871,0.280636108512629,-0.0561272217025257,253.582945110524,511667.049185908,129750037.248574,648750186.24287,347510703.84287
2052,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,558815.337333768,0.0767992123120777,7276316,269.534014436039,0.0701440997106791,0.280636108512629,-0.0561272217025257,254.405819051416,510390.63503041,129846347.541084,649231737.705419,347992255.305419
2053,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,557142.537995005,0.0765693158454092,7276316,270.343280091369,0.0699846614734993,0.280636108512629,-0.0561272217025257,255.169662873893,509230.512034206,129940178.080868,649700890.404342,348461408.004342
2054,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,555599.969672516,0.0763573173117434,7276316,271.093861449955,0.0698398848723442,0.280636108512629,-0.0561272217025257,255.878116186159,508177.071734796,130031391.804498,650156959.022492,348917476.622492
2055,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,554181.664175101,0.0761623964895286,7276316,271.787666277623,0.0697090286396373,0.280636108512629,-0.0561272217025257,256.532979676447,507224.920435051,130119920.205352,650599601.026761,349360118.626761
2056,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,552884.700598771,0.07598415195255,7276316,272.42522905206,0.069591757624411,0.280636108512629,-0.0561272217025257,257.134757823694,506371.619470624,130205743.741371,651028718.706853,349789236.306853
2057,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,551705.394059211,0.0758220772791081,7276316,273.007555883775,0.0694876544543491,0.280636108512629,-0.0561272217025257,257.684400268221,505614.131908652,130288874.348018,651444371.740092,350204889.340092
2058,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,550638.408668499,0.0756754391464717,7276316,273.536569241899,0.0693961023427002,0.280636108512629,-0.0561272217025257,258.183721576311,504947.969813827,130369346.048937,651846730.244683,350607247.844683
2059,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,549676.78504303,0.0755432811113522,7276316,274.015103599853,0.0693162878437544,0.280636108512629,-0.0561272217025257,258.635397130264,504367.214298116,130447214.769478,652236073.84739,350996591.447389
2060,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,548811.913067589,0.0754244198668102,7276316,274.446923642946,0.069247188681976,0.280636108512629,-0.0561272217025257,259.042980314063,503864.426961681,130522542.834391,652612714.171956,351373231.771956
2061,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,548038.132101244,0.0753180774585991,7276316,274.834418222881,0.0691881532929149,0.280636108512629,-0.0561272217025257,259.408725899801,503434.86681569,130595397.374194,652976986.87097,351737504.47097
2062,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,547345.894057457,0.0752229416723321,7276316,275.18200617796,0.0691380332376479,0.280636108512629,-0.0561272217025257,259.736804708664,503070.177455629,130665840.436545,653329202.182727,352089719.782727
2063,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,546726.720423669,0.0751378472875105,7276316,275.493652630115,0.069095810520063,0.280636108512629,-0.0561272217025257,260.030959311306,502762.951620103,130733932.615959,653669663.079795,352430180.679794
2064,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,546173.255814553,0.0750617834374638,7276316,275.772824092912,0.0690606037959175,0.280636108512629,-0.0561272217025257,260.294461655518,502506.776369896,130799730.833452,653998654.167258,352759171.767258
2065,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,545679.346409064,0.0749939043891255,7276316,276.022433671311,0.0690316786070753,0.280636108512629,-0.0561272217025257,260.53006134177,502296.30755552,130863287.819184,654316439.095921,353076956.695921
2066,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,545239.862963723,0.0749335052193615,7276316,276.244917936276,0.069008425066855,0.280636108512629,-0.0561272217025257,260.74005818307,502127.107448758,130924651.211486,654623256.057431,353383773.657431
2067,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,544849.904636348,0.0748799123947267,7276316,276.442631114213,0.06899026459221,0.280636108512629,-0.0561272217025257,260.926674269636,501994.966096531,130983877.003666,654919385.018332,353679902.618332
2068,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,544504.498126234,0.0748324424236432,7276316,276.617992538753,0.0689766015795202,0.280636108512629,-0.0561272217025257,261.092193144623,501895.549698688,131041009.800357,655205049.001783,353965566.601783
2069,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,544198.530304082,0.074790392597584,7276316,276.773517039523,0.0689668159499475,0.280636108512629,-0.0561272217025257,261.238988487258,501824.346365658,131096084.642844,655480423.214219,354240940.814219
2070,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,543926.668661806,0.074753030058316,7276316,276.911852052707,0.068960253790798,0.280636108512629,-0.0561272217025257,261.369559140488,501776.598022044,131149128.212036,655745641.060178,354506158.660178
2071,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,543683.288304548,0.0747195817642538,7276316,277.035811914876,0.068956218801401,0.280636108512629,-0.0561272217025257,261.48656147999,501747.238164135,131200160.039621,656000800.198107,354761317.798107
2072,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,543462.465042032,0.0746892335409886,7276316,277.14837893791,0.0689539719586038,0.280636108512629,-0.0561272217025257,261.592810428767,501730.88942594,131249193.443857,656245967.219283,355006484.819283
2073,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,543258.011731562,0.0746611350759865,7276316,277.252682790484,0.0689527372580937,0.280636108512629,-0.0561272217025257,261.691259995883,501721.905354863,131296237.579849,656481187.899246,355241705.499246
2074,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,543063.492050636,0.0746344018113886,7276316,277.351991810851,0.0689517040942867,0.280636108512629,-0.0561272217025257,261.784995076846,501714.387728524,131341298.521495,656706492.607473,355467010.207473
2075,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,542872.319721893,0.0746081285807122,7276316,277.449661233714,0.0689500412783286,0.280636108512629,-0.0561272217025257,261.877182586359,501702.288554163,131384381.823693,656921909.118464,355682426.718464
2076,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,542678.392135143,0.07458147668891,7276316,277.548808618293,0.068946978122138,0.280636108512629,-0.0561272217025257,261.970765103702,501680.000061762,131425493.453405,657127467.267027,355887984.867027
2077,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,542478.37629032,0.0745539880745037,7276316,277.651142945083,0.0689420959335862,0.280636108512629,-0.0561272217025257,262.067355689044,501644.475715088,131464641.24667,657323206.233351,356083723.833351
2078,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,542272.154269214,0.0745256465317359,7276316,277.756731586155,0.0689353859266378,0.280636108512629,-0.0561272217025257,262.16701793305,501595.65158417,131501836.184007,657509180.920034,356269698.520034
2079,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,542062.585836118,0.0744968450842593,7276316,277.864115944606,0.068927220185695,0.280636108512629,-0.0561272217025257,262.268375105807,501536.235072696,131537093.4292,657685467.146,356445984.746
2080,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,541855.294347871,0.0744683565622865,7276316,277.970415295605,0.0689183256775233,0.280636108512629,-0.0561272217025257,262.368708169566,501471.515820574,131570433.789678,657852168.948389,356612686.548389
2081,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,541657.753060267,0.0744412080316835,7276316,278.071790441522,0.0689096689736885,0.280636108512629,-0.0561272217025257,262.464393410192,501408.526907953,131601884.865594,658009424.327969,356769941.927969
2082,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,541476.435907769,0.0744162892194029,7276316,278.16490471555,0.0689020924295434,0.280636108512629,-0.0561272217025257,262.552281438718,501353.397578565,131631478.341305,658157391.706525,356917909.306525
2083,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,541316.124990789,0.074394257339949,7276316,278.247283327396,0.0688962260567077,0.280636108512629,-0.0561272217025257,262.630036367954,501310.71199604,131659250.523165,658296252.615823,357056770.215823
2084,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,541179.921033557,0.0743755385326251,7276316,278.317312498112,0.0688924883120015,0.280636108512629,-0.0561272217025257,262.696134995879,501283.514984429,131685241.923559,658426209.617793,357186727.217793
2085,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,541069.252004845,0.0743603290462983,7276316,278.374238864808,0.0688910870605162,0.280636108512629,-0.0561272217025257,262.749866243771,501273.319035827,131709497.528235,658547487.641174,357308005.241174
2086,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,540984.10389789,0.0743486269559884,7276316,278.418053533842,0.0688920482600293,0.280636108512629,-0.0561272217025257,262.791221717162,501280.313027223,131732065.883185,658660329.415927,357420847.015927
2087,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,540924.095748353,0.0743403799049345,7276316,278.448940218908,0.0688953534270786,0.280636108512629,-0.0561272217025257,262.820374818408,501304.362467107,131753000.441708,658765002.208541,357525519.808541
2088,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,540888.734739095,0.0743355201642005,7276316,278.467144028528,0.0689009720235458,0.280636108512629,-0.0561272217025257,262.83755689877,501345.245150479,131772359.398167,658861796.990834,357622314.590834
2089,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,540877.404566994,0.0743339630339026,7276316,278.47297729248,0.0689088599635831,0.280636108512629,-0.0561272217025257,262.843062757822,501402.640294779,131790205.649939,658951028.249693,357711545.849693
2090,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,540888.973536022,0.0743355529825838,7276316,278.467021088144,0.0689189124324658,0.280636108512629,-0.0561272217025257,262.837440858688,501475.78523495,131806612.043755,659033060.218776,357793577.818775
2091,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,540899.524058714,0.0743370029639606,7276316,278.461589446047,0.0689281118973661,0.280636108512629,-0.0561272217025257,262.832314079571,501542.723448596,131821634.613765,659108173.068825,357868690.668825
2092,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,540909.050858169,0.0743383122528171,7276316,278.456685021331,0.0689364959491808,0.280636108512629,-0.0561272217025257,262.827684926588,501603.72845896,131835346.701413,659176733.507066,357937251.107066
2093,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,540917.561180188,0.0743394818449595,7276316,278.452304028314,0.0689441047626674,0.280636108512629,-0.0561272217025257,262.823549826538,501659.092590273,131847823.517335,659239117.586677,357999635.186677
2094,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,540925.075773349,0.07434051459191,7276316,278.448435736987,0.0689509807381875,0.280636108512629,-0.0561272217025257,262.819898651656,501709.124360966,131859141.21716,659295706.0858,358056223.6858
2095,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,540931.615553151,0.0743414133681317,7276316,278.445069338345,0.0689571661636886,0.280636108512629,-0.0561272217025257,262.816721199616,501754.131471506,131869375.681703,659346878.408513,358107396.008513
2096,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,540937.216693333,0.0743421831450604,7276316,278.442186175903,0.0689627051008607,0.280636108512629,-0.0561272217025257,262.813999861072,501794.434528675,131878602.446506,659393012.23253,358153529.83253
2097,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,540941.910690009,0.0743428282512756,7276316,278.439770007604,0.0689676404309319,0.280636108512629,-0.0561272217025257,262.811719305587,501830.345549837,131886895.913669,659434479.568347,358194997.168347
2098,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,540945.737301026,0.0743433541507854,7276316,278.437800344812,0.0689720153117858,0.280636108512629,-0.0561272217025257,262.809860194495,501862.178565392,131894328.985675,659471644.928376,358232162.528376
2099,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,540948.750955267,0.0743437683238698,7276316,278.436249153028,0.068975873729941,0.280636108512629,-0.0561272217025257,262.808396066796,501890.25363515,131900972.559411,659504862.797057,358265380.397057
2100,"04",7276316,"Arizona","AZ",20.7,2,10.69,150619741.2,301239482.4,540951.016564845,0.0743440796915424,7276316,278.435083007085,0.0689792595419874,0.280636108512629,-0.0561272217025257,262.807295373386,501914.889873515,131906894.715289,659534473.576447,358294991.176446
2025,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,477998.14812307,0.157969387569833,3025891,301.324204216197,0.157969387569833,0,0,301.324204216197,477998.14812307,144032411.6,165637273.34,0
2026,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,470840.377638125,0.155603879200581,3025891,305.904970008115,0.152306742082527,0.316455696202532,-0.0632911392405063,286.543895956968,460863.600106839,132057651.479368,548039253.639376,382401980.299376
2027,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,464145.221262913,0.153391256083882,3025891,310.317557957606,0.14763784570746,0.316455696202532,-0.0632911392405063,290.677206188137,446736.028585593,129855980.692844,538902319.875303,373265046.535303
2028,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,457890.014448413,0.151324028013043,3025891,314.55678668491,0.143747970655052,0.316455696202532,-0.0632911392405063,294.648129299789,434965.690673385,128161827.066504,531871582.32599,366234308.98599
2029,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,452055.855764848,0.149395948421423,3025891,318.616404949134,0.140476572124873,0.316455696202532,-0.0632911392405063,298.450809699189,425066.795303504,126861529.23457,526475346.323466,360838072.983466
2030,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,446626.177282945,0.147601541920362,3025891,322.489856004909,0.137702095066632,0.316455696202532,-0.0632911392405063,302.079105624852,416671.530143267,125867763.165017,522351217.134819,356713943.794819
2031,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,441585.852523242,0.145935809493218,3025891,326.170801842931,0.13533158233889,0.316455696202532,-0.0632911392405063,305.527080207302,409498.617015006,125112916.805523,519218604.742921,353581331.402921
2032,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,436920.497615123,0.144393997541591,3025891,329.653592326712,0.133293236304648,0.316455696202532,-0.0632911392405063,308.789440913629,403330.804095107,124544293.499773,516858818.024057,351221544.684057
2033,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,432616.038983352,0.142971455013863,3025891,332.933591501777,0.131531217109842,0.316455696202532,-0.0632911392405063,311.861845204196,397999.126071716,124120741.846383,515101078.662489,349463805.322489
2034,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,428658.345201408,0.141663511739652,3025891,336.007482911187,0.130001718623372,0.316455696202532,-0.0632911392405063,314.741186524403,393371.030366993,123810064.842035,513811769.094444,348174495.754444
2035,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,425032.993337046,0.140465401211427,3025891,338.873484783295,0.128670043135001,0.316455696202532,-0.0632911392405063,317.42579587296,389341.525491812,123587043.595631,512886230.921869,347248957.581869
2036,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,421725.152503775,0.139372222100457,3025891,341.531470781105,0.127508416651068,0.316455696202532,-0.0632911392405063,319.915554908883,385826.570368717,123431921.358099,512242473.636113,346605200.296113
2037,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,418719.539171682,0.138378923487886,3025891,343.983019958723,0.126494334867974,0.316455696202532,-0.0632911392405063,322.211942746145,382758.06942799,123329221.152157,511816267.78145,346178994.44145
2038,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,416000.432323405,0.13748030987349,3025891,346.231398836689,0.125609318467068,0.316455696202532,-0.0632911392405063,324.318019163481,380080.106265634,123266827.187516,511557332.828191,345920059.488191
2039,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,413551.733465548,0.136671061008327,3025891,348.281484381685,0.12483797604201,0.316455696202532,-0.0632911392405063,326.238352458793,377746.108163735,123235267.975058,511426362.096491,345789088.756491
2040,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,411357.039182439,0.135945755872383,3025891,350.139654559602,0.12416729256352,0.316455696202532,-0.0632911392405063,327.978916929247,375716.693062323,123227154.062819,511392689.3607,345755416.0207
2041,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,409399.709093384,0.135298895133164,3025891,351.813663763855,0.123586085387246,0.316455696202532,-0.0632911392405063,329.546976183864,373958.023498499,123236735.863625,511432453.834042,345795180.494043
2042,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,407662.802496859,0.1347248802078,3025891,353.312616990876,0.123084548171356,0.316455696202532,-0.0632911392405063,330.951058953479,372440.426550773,123259553.564064,511527147.290864,345889873.950864
2043,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,406129.163737389,0.134218041475185,3025891,354.646808110373,0.122653938069342,0.316455696202532,-0.0632911392405063,332.200807597058,371137.447318581,123292159.728743,511662462.874284,346025189.534284
2044,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,404781.586968632,0.133772692727079,3025891,355.827478909414,0.122286362896709,0.316455696202532,-0.0632911392405063,333.30675239616,370025.204911885,123331899.353904,511827382.318701,346190108.978701
2045,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,403602.925295186,0.133383167237414,3025891,356.86661957333,0.121974609571814,0.316455696202532,-0.0632911392405063,334.280124663625,369081.873331867,123376734.628461,512013448.708112,346376175.368112
2046,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,402576.250748864,0.133043870631448,3025891,357.776722626021,0.121712034378153,0.316455696202532,-0.0632911392405063,335.132626257286,368287.349416543,123425106.627301,512214192.503299,346576919.163299
2047,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,401684.984056852,0.132749323771693,3025891,358.570564787691,0.121492479422836,0.316455696202532,-0.0632911392405063,335.876225244166,367623.000053246,123475825.57082,512424676.118904,346787402.778904
2048,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,400913.045428289,0.13249421259004,3025891,359.260975022981,0.121310223628702,0.316455696202532,-0.0632911392405063,336.522938629122,367071.513886077,123527984.539983,512641135.84093,347003862.50093
2049,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,400244.996522105,0.132273435005459,3025891,359.860617500675,0.121159971507461,0.316455696202532,-0.0632911392405063,337.084629051265,366616.867344682,123580910.732819,512860779.541199,347223506.201199
2050,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,399666.176877595,0.132082146011735,3025891,360.381788434683,0.121036819307596,0.316455696202532,-0.0632911392405063,337.57281448312,366244.22221148,123634092.880111,513081485.45246,347444212.11246
2051,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,399162.969755542,0.13191584553295,3025891,360.83610583469,0.1209362880585,0.316455696202532,-0.0632911392405063,337.998377617305,365940.025609622,123687134.961287,513301610.089342,347664336.749342
2052,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,398723.376949076,0.131770568387651,3025891,361.233927897825,0.120854470053808,0.316455696202532,-0.0632911392405063,338.371021068849,365692.453245587,123739728.801882,513519874.527809,347882601.187809
2053,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,398337.063950388,0.131642899215599,3025891,361.584257742932,0.120788025988559,0.316455696202532,-0.0632911392405063,338.699178138949,365491.400746546,123791637.049708,513735293.756289,348098020.416289
2054,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,397995.193309772,0.13152991740607,3025891,361.894852051379,0.120734120088261,0.316455696202532,-0.0632911392405063,338.990114579773,365328.287367988,123842677.994106,513947113.675542,348309840.335542
2055,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,397690.281037584,0.131429149641406,3025891,362.172319686103,0.1206903648971,0.316455696202532,-0.0632911392405063,339.250020971793,365195.888928851,123892712.977925,514154758.85839,348517485.51839
2056,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,397416.01141843,0.131338508696589,3025891,362.42226649583,0.120654756504522,0.316455696202532,-0.0632911392405063,339.484148363183,365088.141814224,123941636.901299,514357793.14039,348720519.80039
2057,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,397167.030221422,0.131256225099127,3025891,362.649466446652,0.120625605204476,0.316455696202532,-0.0632911392405063,339.696968570281,364999.933157778,123989370.822052,514555888.911517,348918615.571517
2058,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,396938.804048066,0.131180800646178,3025891,362.857977429082,0.120601490986988,0.316455696202532,-0.0632911392405063,339.89228265509,364926.966164107,124035859.531915,514748817.057447,349111543.717448
2059,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,396727.496608726,0.131110967516254,3025891,363.0512450768,0.120581231398639,0.316455696202532,-0.0632911392405063,340.073318173205,364865.662858058,124081076.655606,514936468.120764,349299194.780764
2060,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,396529.899984677,0.131045665552618,3025891,363.23215879954,0.120563845305391,0.316455696202532,-0.0632911392405063,340.242781660329,364813.054434974,124125008.426957,515118784.97187,349481511.63187
2061,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,396344.925014834,0.13098453480804,3025891,363.40167997511,0.120549004021388,0.316455696202532,-0.0632911392405063,340.401573647572,364768.146327283,124167651.026315,515295751.759207,349658478.419207
2062,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,396169.310789317,0.130926497613205,3025891,363.56276894097,0.120535717393887,0.316455696202532,-0.0632911392405063,340.552467109263,364727.942440707,124209000.621868,515467352.580753,349830079.240753
2063,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,395999.559912471,0.130870398144702,3025891,363.7186153233,0.120522925294738,0.316455696202532,-0.0632911392405063,340.698449796509,364689.234943019,124249057.002561,515633586.560629,349996313.220629
2064,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,395832.036932809,0.130815034954269,3025891,363.87254734626,0.120509526926426,0.316455696202532,-0.0632911392405063,340.84263928637,364648.692940931,124287822.914312,515794465.094395,350157191.754395
2065,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,395663.062632023,0.130759192129532,3025891,364.027944994082,0.120494409415474,0.316455696202532,-0.0632911392405063,340.988201640026,364602.9490006,124325303.892364,515950011.153313,350312737.813313
2066,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,395489.184279033,0.130701728607882,3025891,364.18799129126,0.120476530291085,0.316455696202532,-0.0632911392405063,341.138118424725,364548.848719021,124361508.325907,516100259.552512,350462986.212512
2067,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,395307.985784798,0.130641845917384,3025891,364.354925221293,0.12045518238332,0.316455696202532,-0.0632911392405063,341.294486916148,364484.252277046,124396465.86991,516245333.360127,350608060.020127
2068,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,395118.23168514,0.130579135760389,3025891,364.529905354446,0.120430012602121,0.316455696202532,-0.0632911392405063,341.458392357329,364408.091262644,124430201.004545,516385334.168862,350748060.828862
2069,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,394919.780402717,0.130513551348253,3025891,364.71308540971,0.12040099735282,0.316455696202532,-0.0632911392405063,341.629978738209,364320.294280921,124462734.389089,516520347.714721,350883074.374721
2070,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,394713.433376811,0.130445357541567,3025891,364.903748949685,0.120368396922929,0.316455696202532,-0.0632911392405063,341.808574965528,364221.648933519,124494082.793561,516650443.593277,351013170.253277
2071,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,394500.808815637,0.130375089127677,3025891,365.100421548973,0.12033271804521,0.316455696202532,-0.0632911392405063,341.99279993195,364113.688538537,124524259.836844,516775678.322903,351138404.982903
2072,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,394284.23069874,0.130303514138064,3025891,365.300969163158,0.120294680074056,0.316455696202532,-0.0632911392405063,342.180654659161,363998.589783965,124553275.747289,516896094.351247,351258821.011247
2073,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,394066.535601653,0.130231570007529,3025891,365.50277323116,0.120255156813482,0.316455696202532,-0.0632911392405063,342.369686317796,363878.996705503,124581137.959697,517011722.532744,351374449.192744
2074,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,393850.894713244,0.130160304754284,3025891,365.702892981537,0.12021512336102,0.316455696202532,-0.0632911392405063,342.557140261186,363757.859842,124607852.215005,517122586.69227,351485313.35227
2075,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,393640.63864458,0.130090819082571,3025891,365.898226605733,0.120175603172006,0.316455696202532,-0.0632911392405063,342.740110997775,363638.276057746,124633423.099071,517228705.861147,351591432.521147
2076,"05",3025891,"Arkansas","AR",47.6,1.15,9.48,144032411.6,165637273.34,393439.058525571,0.130024200648857,3025891,366.085696066291,0.120137607950594,0.316455696202532,-0.0632911392405063,342.915715302602,363523.30665923,124657854.732217,517330097.1387,351692823.7987
