"year","fips","total_population","state_name","abbr","pack_sales_per_capita","tax_per_pack","baseline_price_per_pack","total_cigarette_consumption","baseline_state_tax_revenue","baseline_num_smokers","baseline_prev","census_total_pop","baseline_avg_smoking_intensity","policy_prev","pct_increase_price_per_pack","pct_reduction_intensity","policy_smoking_intensity","policy_num_smokers","policy_total_cig_consumption","policy_state_tax_revenue","revenue_gain"
2075,"01",5039877,"Alabama","AL",53.1,0.675,8.48,267617468.7,180641791.3725,512384.726142779,0.101666117276826,5039877,522.297904378647,0.0927833901591762,0.35377358490566,-0.0707547169811321,485.342863974497,467616.874045258,226954512.891927,834057834.877833,653416043.505333
2076,"01",5039877,"Alabama","AL",53.1,0.675,8.48,267617468.7,180641791.3725,512103.263263144,0.101610270104438,5039877,522.58497045055,0.0927420088887542,0.35377358490566,-0.0707547169811321,485.609618767728,467408.317532228,226977974.88569,834144057.704911,653502266.332411
2077,"01",5039877,"Alabama","AL",53.1,0.675,8.48,267617468.7,180641791.3725,511842.72988721,0.101558575712703,5039877,522.850971740816,0.0927042969202921,0.35377358490566,-0.0707547169811321,485.856799211985,467218.253849751,227001165.348853,834229282.657034,653587491.284534
2078,"01",5039877,"Alabama","AL",53.1,0.675,8.48,267617468.7,180641791.3725,511605.525092446,0.101511510120673,5039877,523.093390462588,0.0926706716479768,0.35377358490566,-0.0707547169811321,486.082065665706,467048.78661319,227024038.963601,834313343.191234,653671551.818734
2079,"01",5039877,"Alabama","AL",53.1,0.675,8.48,267617468.7,180641791.3725,511392.915256889,0.101469324599963,5039877,523.310864730239,0.092641342026616,0.35377358490566,-0.0707547169811321,486.284152603099,466900.968929075,227046542.025241,834396041.942761,653754250.570261
2080,"01",5039877,"Alabama","AL",53.1,0.675,8.48,267617468.7,180641791.3725,511205.06611116,0.101432052034437,5039877,523.503162313746,0.0926163153970485,0.35377358490566,-0.0707547169811321,486.462844225509,466774.83779433,227068615.206331,834477160.883265,653835369.510765
2081,"01",5039877,"Alabama","AL",53.1,0.675,8.48,267617468.7,180641791.3725,511041.23272582,0.101399544617025,5039877,523.67099083682,0.0925954333420032,0.35377358490566,-0.0707547169811321,486.618798088932,466669.594805395,227090197.32885,834556475.183525,653914683.811025
2082,"01",5039877,"Alabama","AL",53.1,0.675,8.48,267617468.7,180641791.3725,510900.473597634,0.101371615536973,5039877,523.815268393675,0.0925785014613554,0.35377358490566,-0.0707547169811321,486.752867328084,466584.260209552,227111226.507152,834633757.413785,653991966.041284
2083,"01",5039877,"Alabama","AL",53.1,0.675,8.48,267617468.7,180641791.3725,510781.821322456,0.101348072844329,5039877,523.936948278849,0.0925653215154469,0.35377358490566,-0.0707547169811321,486.865937787421,466517.834903306,227131643.184755,834708788.703976,654066997.331475
2084,"01",5039877,"Alabama","AL",53.1,0.675,8.48,267617468.7,180641791.3725,510684.268861578,0.101328716724947,5039877,524.037032306821,0.0925556892662485,0.35377358490566,-0.0707547169811321,486.958940398319,466469.289552113,227151390.968654,834781361.809802,654139570.437302
2085,"01",5039877,"Alabama","AL",53.1,0.675,8.48,267617468.7,180641791.3725,510606.770572036,0.101313339704925,5039877,524.116568999245,0.0925493955068208,0.35377358490566,-0.0707547169811321,487.032849494581,466437.569778729,227170418.720662,834851288.798433,654209497.425933
2086,"01",5039877,"Alabama","AL",53.1,0.675,8.48,267617468.7,180641791.3725,510548.226997441,0.101301723632827,5039877,524.176668429291,0.0925462234756204,0.35377358490566,-0.0707547169811321,487.088696606464,466421.583131639,227188680.996714,834918402.662923,654276611.290423
2087,"01",5039877,"Alabama","AL",53.1,0.675,8.48,267617468.7,180641791.3725,510507.422730759,0.10129362735058,5039877,524.218565262941,0.0925459379082825,0.35377358490566,-0.0707547169811321,487.127629041506,466420.143907381,227206138.838801,834982560.232593,654340768.860093
2088,"01",5039877,"Alabama","AL",53.1,0.675,8.48,267617468.7,180641791.3725,510483.041041035,0.101288789595666,5039877,524.243602988738,0.092548288044245,0.35377358490566,-0.0707547169811321,487.1508952301,466431.988303565,227222760.666038,835043645.447688,654401854.075188
2089,"01",5039877,"Alabama","AL",53.1,0.675,8.48,267617468.7,180641791.3725,510473.684391524,0.10128693307228,5039877,524.253212031871,0.0925530114407838,0.35377358490566,-0.0707547169811321,487.159824388106,466455.793641143,227238522.515034,835101570.24275,654459778.87025
2090,"01",5039877,"Alabama","AL",53.1,0.675,8.48,267617468.7,180641791.3725,510477.647527675,0.101287719428009,5039877,524.249141947966,0.092559795890848,0.35377358490566,-0.0707547169811321,487.156042281837,466489.986434979,227253415.555772,835156302.167463,654514510.794963
2091,"01",5039877,"Alabama","AL",53.1,0.675,8.48,267617468.7,180641791.3725,510481.14665323,0.101288413715896,5039877,524.245548448811,0.0925661288674694,0.35377358490566,-0.0707547169811321,487.152703039697,466521.903858195,227267406.491745,835207718.857164,654565927.484663
2092,"01",5039877,"Alabama","AL",53.1,0.675,8.48,267617468.7,180641791.3725,510484.210203773,0.101289021578061,5039877,524.242402312842,0.0925720157592666,0.35377358490566,-0.0707547169811321,487.149779507688,466551.573068766,227280495.949414,835255822.614098,654614031.241598
2093,"01",5039877,"Alabama","AL",53.1,0.675,8.48,267617468.7,180641791.3725,510486.868522283,0.101289549035082,5039877,524.239672363518,0.0925774652239854,0.35377358490566,-0.0707547169811321,487.147242715156,466579.037700664,227292691.724569,835300642.087791,654658850.715291
2094,"01",5039877,"Alabama","AL",53.1,0.675,8.48,267617468.7,180641791.3725,510489.14963505,0.101290001647868,5039877,524.237329806755,0.0925824878376787,0.35377358490566,-0.0707547169811321,487.145065905334,466604.351055897,227304007.34684,835342226.999639,654700435.627138
2095,"01",5039877,"Alabama","AL",53.1,0.675,8.48,267617468.7,180641791.3725,510491.082107619,0.101290385084322,5039877,524.235345297535,0.0925870962636429,0.35377358490566,-0.0707547169811321,487.143221809502,466627.57695592,227314461.223468,835380644.996245,654738853.623745
2096,"01",5039877,"Alabama","AL",53.1,0.675,8.48,267617468.7,180641791.3725,510492.692345802,0.101290704583823,5039877,524.233691711142,0.0925913047541114,0.35377358490566,-0.0707547169811321,487.141685222146,466648.787230237,227324076.618208,835415981.571915,654774190.199415
2097,"01",5039877,"Alabama","AL",53.1,0.675,8.48,267617468.7,180641791.3725,510494.005790293,0.101290965194248,5039877,524.232342915962,0.0925951294239741,0.35377358490566,-0.0707547169811321,487.140431860588,466668.06309591,227332881.792086,835448340.585915,654806549.213415
2098,"01",5039877,"Alabama","AL",53.1,0.675,8.48,267617468.7,180641791.3725,510495.047637112,0.101291171914932,5039877,524.231273033304,0.0925985882811824,0.35377358490566,-0.0707547169811321,487.139437677174,466685.495310801,227340909.757797,835477843.359903,654836051.987403
2099,"01",5039877,"Alabama","AL",53.1,0.675,8.48,267617468.7,180641791.3725,510495.8443812,0.101291330002935,5039877,524.230454851976,0.0926017013273571,0.35377358490566,-0.0707547169811321,487.138677386034,466701.184680616,227348197.839811,835504627.061304,654862835.688804
2100,"01",5039877,"Alabama","AL",53.1,0.675,8.48,267617468.7,180641791.3725,510496.425583432,0.101291445323652,5039877,524.229858013496,0.0926044905799334,0.35377358490566,-0.0707547169811321,487.138122776692,466715.242170523,227354786.942218,835528842.012651,654887050.640151
2025,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,97474.0769831722,0.133038991450718,732673,228.50443819894,0.133038991450718,0,0,228.50443819894,97474.0769831722,22273259.2,44546518.4,0
2026,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,95712.3138851266,0.130634422020638,732673,232.710487249658,0.1278847339833,0.242522231204527,-0.0485044462409054,221.422993931162,93697.6917017466,20746823.4210397,103734117.105199,59187598.7051985
2027,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,94066.5164437027,0.128388130098561,732673,236.782013856442,0.123611689854728,0.242522231204527,-0.0485044462409054,225.297033394528,90566.9476409334,20404464.6270999,102022323.135499,57475804.7354995
2028,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,92526.5136614397,0.126286233642348,732673,240.722991914504,0.120027278440124,0.242522231204527,-0.0485044462409054,229.046856494237,87940.7461765608,20142551.4694988,100712757.347494,56166238.9474942
2029,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,91084.1456010773,0.124317595436269,732673,244.534974259412,0.116987570867996,0.242522231204527,-0.0485044462409054,232.673940746425,85713.634510567,19943329.1172724,99716645.5863622,55170127.1863622
2030,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,89732.7056517047,0.12247306185939,732673,248.217849202643,0.114383638141265,0.242522231204527,-0.0485044462409054,236.17817987996,83805.8033078753,19793102.0886319,98965510.4431597,54418992.0431597
2031,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,88466.5926222317,0.120744988040001,732673,251.770284576358,0.112132266067164,0.242522231204527,-0.0485044462409054,239.558306343066,82156.2837762273,19681220.1968734,98406100.9843668,53859582.5843668
2032,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,87281.0759167068,0.119126917351543,732673,255.190016461937,0.110169366477546,0.242522231204527,-0.0485044462409054,242.812166027243,80718.1202452029,19599341.6143852,97996708.0719259,53450189.6719259
2033,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,86172.0993536255,0.117613313652374,732673,258.474139159555,0.108445380876279,0.242522231204527,-0.0485044462409054,245.936994172026,79455.0025427661,19540924.4972986,97704622.4864929,53158104.0864929
2034,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,85136.1245939463,0.116199347586094,732673,261.619369054341,0.106921770908835,0.242522231204527,-0.0485044462409054,248.929666432465,78338.6946570892,19500825.129744,97504125.6487198,52957607.2487198
2035,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,84170.0127145375,0.114880734945245,732673,264.622262509805,0.105568401117478,0.242522231204527,-0.0485044462409054,251.786906203752,77347.1171519461,19474991.3314677,97374956.6573383,52828438.2573383
2036,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,83270.9358362688,0.113653616055551,732673,267.479390934128,0.104361575818048,0.242522231204527,-0.0485044462409054,254.505451196013,76462.9088393365,19460227.113915,97301135.5695748,52754617.1695748
2037,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,82436.3106561896,0.112514465056293,732673,270.187481981008,0.103282548395336,0.242522231204527,-0.0485044462409054,257.082187786294,75672.3345804557,19454009.32884,97270046.6442001,52723528.2442001
2038,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,81663.7463838483,0.111460018840394,732673,272.743539040052,0.102316383574387,0.242522231204527,-0.0485044462409054,259.514264713129,74964.4517025969,19454344.5632223,97271722.8161116,52725204.4161116
2039,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,80951.0061436324,0.11048722437381,732673,275.144933473468,0.101451090661181,0.242522231204527,-0.0485044462409054,261.799180839346,74330.4749479997,19459657.4527859,97298287.2639294,52751768.8639294
2040,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,80295.9757252154,0.109593196044095,732673,277.38948308222,0.100676959179476,0.242522231204527,-0.0485044462409054,263.934859812266,73763.2897129041,19468703.5296669,97343517.6483346,52796999.2483346
2041,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,79696.5912107448,0.108775116881262,732673,279.475682229645,0.0999859889217888,0.242522231204527,-0.0485044462409054,265.919869025296,73257.0344612937,19480501.0091289,97402505.0456443,52855986.6456443
2042,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,79150.6227172827,0.108029943395325,732673,281.403461341772,0.0993712491347282,0.242522231204527,-0.0485044462409054,267.754142279115,72806.6312172887,19494277.093817,97471385.4690848,52924867.0690848
2043,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,78655.601206266,0.107354305681069,732673,283.1744829156,0.0988265003410465,0.242522231204527,-0.0485044462409054,269.439261432224,72407.5084843756,19509425.6081776,97547128.0408882,53000609.6408882
2044,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,78208.7963201461,0.106744477168049,732673,284.792251613551,0.0983459433625267,0.242522231204527,-0.0485044462409054,270.978561155335,72055.4173612525,19525473.3199994,97627366.5999968,53080848.1999968
2045,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,77807.198159051,0.106196349748184,732673,286.262193305942,0.0979240225411875,0.242522231204527,-0.0485044462409054,272.37720413993,71746.2873673195,19542053.1605305,97710265.8026524,53163747.4026524
2046,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,77447.5078560077,0.105705420912205,732673,287.591683923658,0.0975552777356179,0.242522231204527,-0.0485044462409054,273.642208551452,71476.1180043884,19558882.789405,97794413.947025,53247895.547025
2047,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,77126.1372285676,0.105266793274172,732673,288.790026317433,0.0972342371583839,0.242522231204527,-0.0485044462409054,274.782426011009,71240.9002415446,19575747.3995799,97878736.9978996,53332218.5978996
2048,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,76839.224001176,0.10487519534796,732673,289.868351607235,0.096955352868834,0.242522231204527,-0.0485044462409054,275.808447729762,71036.5692524672,19592485.8975707,97962429.4878536,53415911.0878536
2049,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,76582.6629692871,0.104525024082076,732673,290.839445070388,0.0967129844503334,0.242522231204527,-0.0485044462409054,276.732438842236,70858.9924561792,19608981.7963021,98044908.9815105,53498390.5815105
2050,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,76352.1520900104,0.10421040776719,732673,291.717503571378,0.0965013959710276,0.242522231204527,-0.0485044462409054,277.567907601869,70703.9672902807,19625152.2599142,98125761.299571,53579242.899571
2051,"02",732673,"Alaska","AK",30.4,2,12.37,22273259.2,44546518.4,76143.3944729813,0.103925481726475,732673,292.517287338739,0.0963149681073024,0.242522231204527,-0.0485044462409054,278.328898300481,70567.3766280816,19640940.1928491,98204700.9642454,53658182.5642454
